feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,MEDV
1.073631749859772,0.132969674146876,-1.0265152994110602,1.5774532797634744,0.21915032766393897,-0.30777823495300083,-0.44643361455052827,0.6078965097165392,0.1866091231563581,0.19408999289830758,0.24938368371075526,0.27902152577033923,-0.0952955323869521,39.465603449362256
-1.907807557877391,-0.41360553342164424,-0.8603850107795019,-0.21220896990115168,0.6021183203924835,1.5163940552535728,0.33417641724489744,0.2577525401427507,-1.2417605754816243,-0.15525904882474875,0.07203686128374476,0.07748051851886253,-0.9519184600222356,-49.66381886384334
-1.5189108250900678,0.38837572923016833,-2.6307301368290634,0.3379575282321183,-0.3882430535215389,-0.1108125602790875,0.38130961226478466,0.6188862980231536,1.638359732270941,0.3116528560047783,-0.05592044852221312,0.004229858994151577,0.8913036868697555,186.02889814345528
-0.5707462937494763,0.4714155563864041,-0.8323555731042287,-0.637739984251316,0.2891686439078181,0.4924512640081491,1.1890165311075518,-0.5554771191602547,-0.6373871273065177,1.4205042479898549,2.4553001399108942,-0.6231405264247644,-0.5309969550018176,108.45887712291108
-0.33689512678513855,0.9256722095027217,-0.8464343014589786,-0.635409880228737,-0.917976104610736,0.2138087939410634,-0.4286545269165333,-0.5912847888018945,-1.8465730478044171,1.0294405559270405,1.7311696317672995,0.5560220968422908,-0.041292687007282836,-80.94384180483947
-0.3173504922425348,0.19189773587303607,0.9411818664199697,0.7547332980678092,0.6813623265753054,-0.40179502694163366,0.5032520647495048,-0.645572072035395,-1.6610834155671725,-2.0634031524794545,-1.1536922813398585,0.4730382821602152,0.1994239859867671,-168.59362893743224
-1.4485914146335441,-0.05020461704174478,-0.29967664800678706,-0.8953463223630241,-0.9254246260595873,0.08568716140335904,-0.2346205699574138,0.651136241823657,0.8584511166566653,0.03823799496002834,0.2553837556743171,-0.9958153947902291,-0.4081008391602206,-61.079175617082335
-1.3516846056163336,1.0536417966078395,-0.9758732529773327,0.517659020469123,-0.6248185776956788,-1.2795769667357015,-1.4066610968482223,-0.7553829323533225,-0.6115178029919482,-0.9232332461109043,0.026091050210833786,0.18676676447707832,-0.7257438131534656,-306.0687480703531
1.0599363840466218,0.6835693232004776,0.6170059495766975,-0.5260348426675804,0.4209729443893898,0.6988284202025348,0.6934789119139937,-0.47883745600840416,-0.8627757640431206,-0.3920126399191296,0.49201884799279927,1.0971527117536957,-2.1533429198712444,-168.35005124621318
-0.12854629325195685,-2.1943824698200243,-0.6516751221564157,-0.38445687897709163,0.42834205066072495,0.13416641599584353,0.4308624190150374,-0.3787598366030933,2.0826603221097977,-1.2756826599957316,-0.7114621940837048,1.0216229840730389,-0.411024936503173,7.4771898345643395
-0.19236096478112252,-0.03471176970524331,0.30154734233361247,0.17457781283183896,0.4040508568145384,-0.16128571166600914,0.06023020994102644,-1.9187712152990415,-0.026513875449216878,2.463242112485286,1.8861859012105302,-0.07444591576616721,0.25755039072276437,194.4034989968399
-0.5703140677864661,0.03390272368233751,-1.1791082143628482,-0.5235759884065829,1.118549944255326,-0.20528401949625125,-0.38245239766929023,-0.7094311573284758,0.6445954324151765,-1.9759632998916197,-0.526531687096043,0.8761739316930753,-0.7641867866378464,-165.8431912942294
-1.7397137787780996,-1.1196698946261439,-0.36244094140313216,-0.025554070991445278,-0.5503051538454201,0.2606737658239071,-2.8485426206300755,-0.37061433208610595,0.7716987106483447,1.1487657003721035,-0.6716233679380516,0.5436001545944323,1.1727290192593647,43.5064078391903
1.3757068133116195,0.12557645347154225,-0.15005558703252672,-0.24415663529064868,1.613711269058647,0.42192075423528475,0.7011727423108983,-1.2276078151369925,0.597400069849858,-0.29756350335999193,0.45353430151397983,1.1894704889246406,0.9640871682883573,202.13914717657448
-0.5955349351838592,1.6994359830087096,0.9005330773315916,-0.3365525898781734,1.127908993253569,-1.1274960989530387,-0.7625192391465982,1.220282896417717,-1.0766791274710135,1.0363028920724797,0.15449366559525113,-0.10726476581094174,-0.01987363536831157,40.058351921322114
-0.8671302157109003,-0.30372602877666466,-0.6581164890752567,-0.8224199323822006,-0.5240883979345925,-0.409282438113104,0.15519068385897913,-0.009300321138614417,-0.32789471651291785,0.8250982646676347,0.152354872033722,0.00020706491819709385,1.1210306673244714,95.2951752796182
-1.1583646891925428,0.8773622905756714,1.5033983017671506,-1.5839028234857233,-0.4523063192490767,-1.889540730945531,-0.047711356141979855,0.42545756178496474,-0.966976143129213,-0.0036025390905684044,-2.4238793266289567,0.7858001586508322,0.7604146561442974,-79.41821257677736
1.1622595975056669,0.8949105560268252,-0.5395912207371316,-0.274802304752688,-0.32948930021798606,-0.5613379964422059,0.3754558576272528,0.03402958634668099,0.6137708557899086,0.1675701058009903,1.6748596729140648,-1.9988889068612499,-2.2012434734509183,-173.6370876553752
-1.3971181851129912,1.0383788510193166,-0.5835993263460049,0.486036289417637,0.5565531245337582,1.8876876573401904,1.32579664754219,-0.4711246518178786,-0.09363618873917084,-1.28716356858425,-1.3354815690998914,1.0826910538870733,-1.5473039889383655,-72.94250183149114
-1.0701915628943317,-0.8963326585920618,1.719040612841821,-0.966156723370417,0.8393491142316022,1.3931812579349059,-0.5376457577798165,-1.0056013756894657,0.36016418394576694,0.655403829850237,0.8728243510056346,-0.3004659487207037,-0.07938842440570287,77.84115571750897
0.4929864585144592,1.0753434019568977,-0.05751775300546313,0.8920675997317206,-0.07823065905851781,1.4532754760425446,0.16429476537056906,0.025210867540082116,-1.5431182279428703,2.196223142152799,-1.8418977729578574,0.6986888135170435,-0.5898923177556078,109.5277025115003
1.3920387515870913,1.3181970672340253,0.11112937529651211,-0.007688995721369474,-0.10609063534142033,0.9573048225935312,-0.5168468831738285,-0.49156193901893,-1.4127257589005562,0.6190329465885325,1.2334060763526695,1.306072203871629,-0.38787578186246957,-41.709117689053656
0.8070464166066873,0.28305316225865373,1.1196877785533812,1.6923465724632047,0.1454272174057594,-0.30601395435740886,-0.07492655611844788,0.33935581275622034,-0.34815739681731317,-0.3686193657856996,-0.7037103993314333,-2.703348047107357,0.14432647172603683,-41.90820464431684
-0.4159669279473586,0.6082461916849685,-0.9457460606967811,-0.45909031021899177,-0.6065033882157397,0.31318447386498,0.15805348992013185,-1.7518288067517191,-0.3899237065594453,-0.09662367001488972,0.4559041951707027,-1.1543626682329844,-0.6946003691631446,-157.85966306651022
-0.49195690486948307,-0.9727645167600009,1.3280568889869675,1.669922781404639,0.9524619705361694,-1.2324312391640002,2.0358735351817927,-0.3652409774898465,-1.671169772494065,0.4689780781484677,1.689188933651679,-0.19762046779596562,1.2239487531460047,204.7580640233897
-0.6757080791616118,-1.0872459388628026,0.0341524174880246,1.192507512477975,-1.0710536796490489,1.235782191822154,0.34767648353833636,-0.5041798310076715,-0.08152267310164589,-0.4872285641135523,0.6802161054504494,0.31965182591897723,-1.7785875840065168,-174.50966607611673
-2.0841129394985884,-0.28744751940035557,1.7246966497611085,0.38298898474092846,1.3883377782084478,-0.5262478565174211,0.5082686396745896,0.7682072166317373,0.21539650545628794,3.9262377064363267,-0.38502181171286365,-2.1305664798072006,0.14125714008746323,399.92694929152003
0.21128369227947272,-0.49190244750620515,1.2000789564268612,1.2374381346841392,-0.8000385643976464,-0.20298063739565708,-2.246889333984605,0.058022734808395225,0.8484308822052846,-0.6067002947652967,-0.0635245746153551,-0.04282338131157488,-0.45730165508679,-189.37843844934196
-0.15083771156669531,-0.4516594761596227,-0.0739475656083926,0.241321934916781,-2.529560077694303,0.5581395145185063,1.5730197252148563,-0.20447122098612153,1.75547569831549,-0.46580556911816284,-0.29660745906979835,0.38632331781156,-1.151014083619507,-83.92710256956038
